Events
100
Subject,Context,Name,Time (s),Description
s2702tdvg,Left,Foot Strike,5.32,The instant the heel strikes the ground
s2702tdvg,Left,Foot Off,6.51,The instant the toe leaves the ground
s2702tdvg,Right,Foot Strike,4.66,The instant the heel strikes the ground
s2702tdvg,Right,Foot Off,5.63,The instant the toe leaves the ground

Devices
1000
,,FP1 (3979) - Force,,,FP1 (3979) - Moment,,,FP1 (3979) - CoP,,,FP2 (3085) - Force,,,FP2 (3085) - Moment,,,FP2 (3085) - CoP,,,Imported Analog EMG - Voltage,,,,,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,S1x,S1y,S1z,S2x,S2y,S2z,xpc sync
,,N,N,N,mm.N,mm.N,mm.N,mm,mm,mm,N,N,N,mm.N,mm.N,mm.N,mm,mm,mm,V,V,V,V,V,V,V
155,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.000498047,0.0849552,0.015719,4.32202
155,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00346924,0.0855655,0.0163293,4.32324
155,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.00873779,0.0843448,0.0166345,4.32187
155,5,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.0123193,0.0855655,0.0169397,4.32156
155,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00102783,0.0849552,0.0166345,4.32263
155,7,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00163818,0.0852604,0.015719,4.3237
155,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00194336,0.0855655,0.0154138,4.32263
155,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00316406,0.0861759,0.0181604,4.32156
156,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00255371,0.0852604,0.015719,4.32248
156,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00316406,0.0858707,0.0163293,4.32248
156,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.00141357,0.08465,0.0166345,4.32126
156,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00377441,0.0843448,0.0160242,4.32156
156,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00133301,0.0852604,0.0166345,4.32523
156,5,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0858707,0.015719,4.32248
156,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00194336,0.0861759,0.01755,4.3234
156,7,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0852604,0.0163293,4.32294
156,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00194336,0.0849552,0.0160242,4.32294
156,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0849552,0.0160242,4.32706
157,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.000722656,0.0858707,0.0166345,4.31989
157,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00133301,0.0849552,0.01755,4.32004
157,2,5.09334,0.00088366,-10.9561,-897.073,-469.715,147.069,-42.8723,81.8786,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00163818,0.0864811,0.0160242,4.32721
157,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0852604,0.0169397,4.32172
157,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00194336,0.0852604,0.0163293,4.32187
157,5,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00041748,0.0852604,0.0151086,4.32355
157,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00194336,0.0855655,0.0184656,4.3234
157,7,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.000722656,0.0858707,0.0151086,4.31958
157,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0852604,0.0154138,4.32507
157,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00163818,0.0855655,0.0166345,4.32095
158,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0855655,0.0160242,4.32706
158,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00377441,0.0855655,0.0163293,4.32004
158,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0849552,0.0154138,4.3205
158,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00255371,0.0858707,0.0172449,4.32141
158,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00316406,0.0852604,0.0160242,4.32507
158,5,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0855655,0.0169397,4.32385
158,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00102783,0.0858707,0.015719,4.32431
158,7,0,0,0,0,0,0,0,-0,0,0.0142568,4.27142,11.9313,-1907.11,820.395,-1224.92,-68.7597,-159.841,0,-10.0173,-10.012,-10.0058,0.00194336,0.0861759,0.0138879,4.32218
158,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0861759,0.0163293,4.32294
158,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00346924,0.0855655,0.0190759,4.32385
159,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00316406,0.0855655,0.0221277,4.32324
159,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00255371,0.0852604,0.0193811,4.32187
159,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0849552,0.0138879,4.32172
159,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0883121,0.015719,4.32156
159,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0852604,0.0178552,4.32279
159,5,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00255371,0.0864811,0.00564818,4.32263
159,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0858707,0.0206018,4.32492
159,7,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00163818,0.0849552,0.0206018,4.3234
159,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0855655,0.012362,4.32294
159,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00194336,0.0849552,0.0163293,4.32156
160,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.082819,0.0169397,4.32111
160,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0837345,0.0132776,4.32248
160,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0944156,0.0114465,4.32187
160,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00163818,0.0806827,0.0169397,4.32431
160,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00163818,0.0822086,0.0108362,4.32385
160,5,0,0,0,0,0,0,0,-0,0,0.119685,7.92679,6.52753,-2035.27,786.459,-1226.27,-120.483,-311.798,0,-10.0173,-10.012,-10.0058,0.00163818,0.0974674,0.0270105,4.32248
160,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00438477,0.0858707,0.0135828,4.32156
160,7,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00041748,0.0852604,0.0148035,4.32202
160,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00102783,0.0849552,0.0154138,4.32218
160,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00255371,0.0840397,0.0144983,4.32187
161,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00438477,0.08465,0.0178552,4.32187
161,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00468994,0.0858707,0.0193811,4.32309
161,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.0157568,0.0877018,0.012362,4.32294
161,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00468994,0.0913639,0.0166345,4.3234
161,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.0230005,0.0886173,0.0154138,4.32309
161,5,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.000722656,0.0831241,0.0144983,4.32263
161,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00102783,0.0861759,0.0154138,4.32065
161,7,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00407959,0.0843448,0.0160242,4.3237
161,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0831241,0.0154138,4.32446
161,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.00599121,0.0886173,0.0181604,4.32248
162,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.0153711,0.0782413,0.0160242,4.32233
162,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00163818,0.0895328,0.0172449,4.32187
162,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.00141357,0.0880069,0.0151086,4.32156
162,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00346924,0.0867862,0.015719,4.3234
162,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0864811,0.0178552,4.32309
162,5,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00346924,0.08465,0.0154138,4.32172
162,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00255371,0.0852604,0.0141931,4.32172
162,7,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.00416016,0.0861759,0.0172449,4.32385
162,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.00751709,0.0858707,0.0166345,4.32309
162,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00835205,0.0858707,0.0160242,4.32202
163,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00499512,0.0861759,0.0163293,4.32279
163,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.00507568,0.0855655,0.0163293,4.32218
163,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00438477,0.0864811,0.0163293,4.32172
163,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00316406,0.0855655,0.0172449,4.32294
163,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00316406,0.0849552,0.0160242,4.3237
163,5,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.000722656,0.0852604,0.015719,4.32843
163,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00194336,0.0852604,0.0163293,4.31912
163,7,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00255371,0.0852604,0.0154138,4.32385
163,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00377441,0.0855655,0.0166345,4.32904
163,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00163818,0.0873966,0.0172449,4.32065
164,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00133301,0.0849552,0.0172449,4.32111
164,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0870914,0.015719,4.3234
164,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00316406,0.0843448,0.0154138,4.32248
164,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0840397,0.0160242,4.32233
164,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00133301,0.0855655,0.0160242,4.32309
164,5,0,0,0,0,0,0,0,-0,0,-0.404682,6.66725,12.2783,-1582.94,853.549,-1343.72,-69.5167,-128.921,0,-10.0173,-10.012,-10.0058,0.00255371,0.0855655,0.0154138,4.32248
164,6,0,0,0,0,0,0,0,-0,0,-0.253743,6.81356,8.05101,-2253.95,856.288,-1306.54,-106.358,-279.959,0,-10.0173,-10.012,-10.0058,0.00102783,0.0852604,0.0166345,4.32324
164,7,0,0,0,0,0,0,0,-0,0,0.0669571,7.23445,7.35295,-1283.9,718.782,-1309.51,-97.7542,-174.61,0,-10.0173,-10.012,-10.0058,0.00163818,0.0849552,0.0154138,4.31836
164,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0858707,0.0160242,4.32233
164,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00133301,0.0855655,0.0166345,4.32218
165,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0840397,0.0163293,4.32202
165,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00133301,0.0852604,0.0172449,4.32492
165,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00255371,0.0843448,0.015719,4.32355
165,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00163818,0.0858707,0.0160242,4.31989
165,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00194336,0.0858707,0.0163293,4.32309
165,5,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00041748,0.0864811,0.0151086,4.32477
165,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00102783,0.0852604,0.0178552,4.32126
165,7,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00316406,0.0864811,0.0148035,4.32248
165,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00255371,0.0858707,0.0141931,4.32248
165,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00255371,0.0855655,0.0218225,4.32187
166,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.000192871,0.0852604,0.0212121,4.32126
166,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00194336,0.0849552,0.00992064,4.32202
166,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00194336,0.0852604,0.0254846,4.32355
166,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00041748,0.0855655,0.0184656,4.32309
166,4,0,0,0,0,0,0,0,-0,0,0.253002,7.13533,8.59514,-1975.05,796.184,-1381.64,-92.632,-229.787,0,-10.0173,-10.012,-10.0058,0.00163818,0.08465,0.00808959,4.32279
166,5,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0843448,0.0148035,4.32279
166,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0855655,0.0148035,4.32141
166,7,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00346924,0.0852604,0.0151086,4.32233
166,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00346924,0.0901432,0.0148035,4.32401
166,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0718326,0.01755,4.32202
167,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.000722656,0.0855655,0.0141931,4.32263
167,1,0,0,0,0,0,0,0,-0,0,-0.27516,7.90178,6.25726,-1908.78,793.108,-1374.75,-126.75,-305.05,0,-10.0173,-10.012,-10.0058,0.00102783,0.102045,0.0144983,4.32431
167,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00102783,0.0797672,0.0148035,4.32385
167,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0815983,0.0154138,4.32248
167,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0849552,0.015719,4.32156
167,5,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00316406,0.0849552,0.0163293,4.32218
167,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00346924,0.0831241,0.0151086,4.32156
167,7,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00133301,0.0825138,0.0184656,4.32248
167,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00346924,0.0852604,0.0114465,4.32263
167,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.0226953,0.0825138,0.0218225,4.32523
168,0,0,0,0,0,0,0,0,-0,0,0.42178,7.56093,6.80156,-2107.06,792.367,-1012.36,-116.498,-309.791,0,-10.0173,-10.012,-10.0058,0.0214746,0.0864811,0.0151086,4.32401
168,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.00812744,0.0861759,0.0169397,4.3237
168,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00102783,0.0855655,0.0169397,4.32141
168,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00194336,0.0858707,0.0160242,4.32156
168,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0849552,0.0163293,4.32401
168,5,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.00538086,0.0877018,0.0160242,4.32492
168,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.0150659,0.0831241,0.0144983,4.3234
168,7,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.0035498,0.096857,0.01755,4.32294
168,8,0,0,0,0,0,0,0,-0,0,-0.22858,7.73846,6.87931,-2195.71,765.522,-1394.3,-111.279,-319.177,0,-10.0173,-10.012,-10.0058,-0.00293945,0.0831241,0.0172449,4.32309
168,9,0,0,0,0,0,0,0,-0,0,0.558435,7.75782,6.62149,-2124.2,1048.64,-1367.66,-158.369,-320.805,0,-10.0173,-10.012,-10.0058,0.00530029,0.089838,0.0151086,4.32248
169,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0849552,0.0144983,4.32233
169,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0855655,0.015719,4.32309
169,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00407959,0.0849552,0.0160242,4.32172
169,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00346924,0.0870914,0.0160242,4.32202
169,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00102783,0.0834293,0.0160242,4.32248
169,5,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00957275,0.0877018,0.0169397,4.32309
169,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,-0.00599121,0.0852604,0.0166345,4.32279
169,7,0,0,0,0,0,0,0,-0,0,0.165679,7.69391,6.8839,-2189.49,785.213,-1287.61,-114.065,-318.059,0,-10.0173,-10.012,-10.0058,-0.000498047,0.0837345,0.0138879,4.32324
169,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.006521,0.0867862,0.0160242,4.3237
169,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00346924,0.0861759,0.015719,4.32111
170,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00194336,0.0867862,0.0166345,4.32065
170,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00346924,0.0858707,0.0144983,4.32492
170,2,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00438477,0.0858707,0.0151086,4.32645
170,3,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.0077417,0.0858707,0.015719,4.31973
170,4,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00255371,0.0858707,0.0166345,4.31912
170,5,0,0,0,0,0,0,0,-0,0,0.328636,8.01372,6.34583,-2258.41,978.28,-1329.84,-154.161,-355.889,0,-10.0173,-10.012,-10.0058,-0.0011084,0.0855655,0.0163293,4.32553
170,6,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00285889,0.0852604,0.0154138,4.32095
170,7,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00316406,0.0852604,0.0154138,4.32187
170,8,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00316406,0.0855655,0.015719,4.32294
170,9,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00194336,0.0858707,0.0160242,4.3234
171,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00133301,0.0858707,0.0163293,4.32095
171,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,-10.0173,-10.012,-10.0058,0.00224853,0.0852604,0.0166345,4.32263
